Set #,Title in NIV,Passage,Book,Breaks,Description
,,2,PRO,24:31-31,
,,3,PRO,24:32-32,
,,4,PRO,24:33-33,
,,5,PRO,24:34-34,
446,More Proverbs of Solomon,,,,
,,1,PRO,25:1-1,
,,2,PRO,25:2-2,
447,,,,,
,,1,PRO,25:3-3,
448,,,,,
,,1,PRO,25:4-4,
,,2,PRO,25:5-5,
449,,,,,
,,1,PRO,25:6-6,
,,2,PRO,25:7-7,
450,,,,,
451,,,,,
,,1,PRO,25:9-9,
,,2,PRO,25:10-10,
452,,,,,
,,1,PRO,25:11-11,
453,,,,,
,,1,PRO,25:12-12,
454,,,,,
,,1,PRO,25:13-13,
455,,,,,
,,1,PRO,25:14-14,
456,,,,,
,,1,PRO,25:15-15,
457,,,,,
,,1,PRO,25:16-16,
,,2,PRO,25:17-17,
458,,,,,
,,1,PRO,25:18-18,
459,,,,,
,,1,PRO,25:19-19,
460,,,,,
,,1,PRO,25:20-20,
461,,,,,
,,1,PRO,25:21-21,
,,2,PRO,25:22-22,
462,,,,,
,,1,PRO,25:23-23,
463,,,,,
,,1,PRO,25:24-24,
464,,,,,
,,1,PRO,25:25-25,
465,,,,,
,,1,PRO,25:26-26,
466,,,,,
,,1,PRO,25:27-27,
467,,,,,
,,1,PRO,25:28-28,
468,More Proverbs of Solomon,,,,
,,1,PRO,26:1-1,
,,2,PRO,26:2-2,
469,,,,,
,,1,PRO,26:3-3,
470,,,,,
,,1,PRO,26:4-4,
471,,,,,
,,1,PRO,26:5-5,
472,,,,,
,,1,PRO,26:6-6,
473,,,,,
,,1,PRO,26:7-7,
474,,,,,
,,1,PRO,26:8-8,
475,,,,,
,,1,PRO,26:9-9,
476,,,,,
,,1,PRO,26:10-10,
477,,,,,
,,1,PRO,26:11-11,
478,,,,,
,,1,PRO,26:12-12,
479,,,,,
,,1,PRO,26:13-13,
480,,,,,
,,1,PRO,26:14-14,
481,,,,,
,,1,PRO,26:15-15,
482,,,,,
,,1,PRO,26:16-16,
483,,,,,
,,1,PRO,26:17-17,
484,,,,,
,,1,PRO,26:18-18,
,,2,PRO,26:19-19,
485,,,,,
,,1,PRO,26:20-20,
486,,,,,
,,1,PRO,26:21-21,
487,,,,,
,,1,PRO,26:22-22,
488,,,,,
,,1,PRO,26:23-23,
489,,,,,
,,1,PRO,26:24-24,
,,2,PRO,26:25-25,
,,3,PRO,26:26-26,
490,,,,,
,,1,PRO,26:27-27,
491,,,,,
,,1,PRO,26:28-28,
492,More Proverbs of Solomon,,,,
,,1,PRO,27:1-1,
,,2,PRO,27:2-2,
493,,,,,
,,1,PRO,27:3-3,
494,,,,,
,,1,PRO,27:4-4,
495,,,,,
,,1,PRO,27:5-5,
496,,,,,
,,1,PRO,27:6-6,
497,,,,,
,,1,PRO,27:7-7,
498,,,,,
,,1,PRO,27:8-8,
499,,,,,
,,1,PRO,27:9-9,
500,,,,,
,,1,PRO,27:10-10,
501,,,,,
,,1,PRO,27:11-11,
502,,,,,
,,1,PRO,27:12-12,
503,,,,,
,,1,PRO,27:13-13,
504,,,,,
,,1,PRO,27:14-14,
505,,,,,
,,1,PRO,27:15-15,
,,2,PRO,27:16-16,
506,,,,,
,,1,PRO,27:17-17,
507,,,,,
,,1,PRO,27:18-18,
508,,,,,
,,1,PRO,27:19-19,
509,,,,,
,,1,PRO,27:20-20,
510,,,,,
,,1,PRO,27:21-21,
511,,,,,
,,1,PRO,27:22-22,
512,,,,,
,,1,PRO,27:23-23,
,,2,PRO,27:24-24,
,,3,PRO,27:25-25,
,,4,PRO,27:26-26,
,,5,PRO,27:27-27,
513,More Proverbs of Solomon,,,,
,,1,PRO,28:1-1,
,,2,PRO,28:2-2,
514,,,,,
,,1,PRO,28:3-3,
515,,,,,
,,1,PRO,28:4-4,
516,,,,,
,,1,PRO,28:5-5,
517,,,,,
,,1,PRO,28:6-6,
518,,,,,
,,1,PRO,28:7-7,
519,,,,,
,,1,PRO,28:8-8,
520,,,,,
,,1,PRO,28:9-9,
521,,,,,
,,1,PRO,28:10-10,
522,,,,,
,,1,PRO,28:11-11,
523,,,,,
,,1,PRO,28:12-12,
524,,,,,
,,1,PRO,28:13-13,
525,,,,,
,,1,PRO,28:14-14,
526,,,,,
,,1,PRO,28:15-15,
527,,,,,
,,1,PRO,28:16-16,
528,,,,,
,,1,PRO,28:17-17,
529,,,,,
,,1,PRO,28:18-18,
530,,,,,
,,1,PRO,28:19-19,
531,,,,,
,,1,PRO,28:20-20,
532,,,,,
,,1,PRO,28:21-21,
533,,,,,
,,1,PRO,28:22-22,
534,,,,,
,,1,PRO,28:23-23,
535,,,,,
,,1,PRO,28:24-24,
536,,,,,
,,1,PRO,28:25-25,
537,,,,,
,,1,PRO,28:26-26,
538,,,,,
,,1,PRO,28:27-27,
539,,,,,
,,1,PRO,28:28-28,
540,More Proverbs of Solomon,,,,
,,1,PRO,29:1-1,
,,2,PRO,29:2-2,
541,,,,,
,,1,PRO,29:3-3,
542,,,,,
,,1,PRO,29:4-4,
543,,,,,
,,1,PRO,29:5-5,
544,,,,,
,,1,PRO,29:6-6,
545,,,,,
,,1,PRO,29:7-7,
546,,,,,
,,1,PRO,29:8-8,
547,,,,,
,,1,PRO,29:9-9,
548,,,,,
,,1,PRO,29:10-10,
549,,,,,
,,1,PRO,29:11-11,
550,,,,,
,,1,PRO,29:12-12,
551,,,,,
,,1,PRO,29:13-13,
552,,,,,
,,1,PRO,29:14-14,
553,,,,,
,,1,PRO,29:15-15,
554,,,,,
,,1,PRO,29:16-16,
555,,,,,
,,1,PRO,29:17-17,
556,,,,,
,,1,PRO,29:18-18,
557,,,,,
,,1,PRO,29:19-19,
558,,,,,
,,1,PRO,29:20-20,
559,,,,,
,,1,PRO,29:21-21,
560,,,,,
,,1,PRO,29:22-22,
561,,,,,
,,1,PRO,29:23-23,
562,,,,,
,,1,PRO,29:24-24,
563,,,,,
,,1,PRO,29:25-25,
564,,,,,
,,1,PRO,29:26-26,
565,,,,,
,,1,PRO,29:27-27,
566,Sayings of Agur,,,,
,,1,PRO,30:1-1,
567,,,,,
,,1,PRO,30:2-2,
,,2,PRO,30:3-3,
,,3,PRO,30:4-4,
568,,,,,
,,1,PRO,30:5-5,
,,2,PRO,30:6-6,
569,,,,,
,,1,PRO,30:7-7,
,,2,PRO,30:8-8,
,,3,PRO,30:9-9,
570,,,,,
,,1,PRO,30:10-10,
571,,,,,
,,1,PRO,30:11-11,
,,2,PRO,30:12-12,
,,3,PRO,30:13-13,
,,4,PRO,30:14-14,
572,,,,,
,,1,PRO,30:15-15,
573,,,,,
,,1,PRO,30:16-16,
574,,,,,
,,1,PRO,30:17-17,
575,,,,,
,,1,PRO,30:18-18,
,,2,PRO,30:19-19,
576,,,,,
,,1,PRO,30:20-20,
577,,,,,
,,1,PRO,30:21-21,
,,2,PRO,30:22-22,
,,3,PRO,30:23-23,
578,,,,,
,,1,PRO,30:24-24,
,,2,PRO,30:25-25,
,,3,PRO,30:26-26,
,,4,PRO,30:27-27,
,,5,PRO,30:28-28,
579,,,,,
,,1,PRO,30:29-29,
,,2,PRO,30:30-30,
,,3,PRO,30:31-31,
580,,,,,
,,1,PRO,30:32-32,
,,2,PRO,30:33-33,
581,Sayings of King Lemuel,,,,
,,1,PRO,31:1-1,
,,2,PRO,31:2-2,
,,3,PRO,31:3-3,
582,,,,,
,,1,PRO,31:4-4,
,,2,PRO,31:5-5,
,,3,PRO,31:6-6,
,,4,PRO,31:7-7,
583,,,,,
,,1,PRO,31:8-8,
,,2,PRO,31:9-9,
584,Epilogue: The Wife of Noble Character,,,,
585,,,,,
,,1,PRO,31:10-10,
,,2,PRO,31:11-11,
,,3,PRO,31:12-12,
,,4,PRO,31:13-13,
,,5,PRO,31:14-14,
,,6,PRO,31:15-15,
,,7,PRO,31:16-16,
,,8,PRO,31:17-17,
,,9,PRO,31:18-18,
,,10,PRO,31:19-19,
,,11,PRO,31:20-20,
,,12,PRO,31:21-21,
,,13,PRO,31:22-22,
,,14,PRO,31:23-23,
,,15,PRO,31:24-24,
,,16,PRO,31:25-25,
,,17,PRO,31:26-26,
,,18,PRO,31:27-27,
,,19,PRO,31:28-28,
,,20,PRO,31:29-29,
,,21,PRO,31:30-30,
,,22,PRO,31:31-31,
